3.307439456947142276e+01,3.455734065657888876e-01,6.814288220607345181e-01,9.866528051727629922e-01,2.177654109589035603e+00,4.662207145660659080e+00,8.619935349476730835e+01,1.238047900011239108e+03,3.173636301071383059e-01,2.213249521239745832e+00,8.947361742320936173e-01,4.049742409136003474e-01,1.000000000000000000e+00
3.916845798679046453e+01,3.457038589780541682e-01,6.801820105828489949e-01,9.863690047642013070e-01,2.326527336105670862e+00,4.709230257243093298e+00,8.720432683510759375e+01,1.435650807000100031e+03,3.214728986495174468e-01,2.202472118405155665e+00,8.775856809224933386e-01,4.637805979785210586e-01,1.000000000000000000e+00
3.880913649706449320e+01,3.473910394065664042e-01,6.831019376097779983e-01,9.856227901018673743e-01,2.334378057729933786e+00,4.655663908986616306e+00,8.618267020369945897e+01,1.348608496982473298e+03,3.209636687533929944e-01,2.198757370879122597e+00,8.757022264180704951e-01,4.648675437714813174e-01,1.000000000000000000e+00
3.298026999755376210e+01,3.502131905962231340e-01,6.987858169800561514e-01,9.870175066847726164e-01,2.121131971624261592e+00,4.575517629310676071e+00,8.396095785208730433e+01,1.269164785623186617e+03,3.300758226250763983e-01,2.167990445072318195e+00,8.855016909656114876e-01,4.289700588249248381e-01,1.000000000000000000e+00
3.085157778864961742e+01,3.470719310731855134e-01,6.974265460914168546e-01,9.885326591825620568e-01,2.044826320939332032e+00,4.587917736973659899e+00,8.409361793286571185e+01,1.344071525562307215e+03,3.261357066221535206e-01,2.178211647634731740e+00,8.834038327040616423e-01,4.368039523365923604e-01,1.000000000000000000e+00
1.926703920009779480e+01,3.590529997504073312e-01,7.331792064181418267e-01,9.857177383361079848e-01,1.566115765655571757e+00,4.271673764509585247e+00,7.789091119400704599e+01,6.738793893016263610e+02,3.644368081877473742e-01,2.055463247519968562e+00,9.466852973855566233e-01,2.209388462715523582e-01,1.000000000000000000e+00
2.172447559931500649e+01,3.579229912221262855e-01,7.262697911272032458e-01,9.877448443623609853e-01,1.680795927103714282e+00,4.376235115342220539e+00,7.970337501725524021e+01,8.855026351229607826e+02,3.525870594312436879e-01,2.090438452938495839e+00,9.268794752424582839e-01,2.893975092945962890e-01,1.000000000000000000e+00
1.900856928816041602e+01,3.588976996970937305e-01,7.333943784224487006e-01,9.885316110592210492e-01,1.571894875244613354e+00,4.298573747727236771e+00,7.800365523611773710e+01,8.279271148921543499e+02,3.542449294182006270e-01,2.083247427215368486e+00,9.320072472910396755e-01,2.703911156631232382e-01,1.000000000000000000e+00
1.908683953033262526e+01,3.587973452725625734e-01,7.372969340471572375e-01,9.908121986302277362e-01,1.552837573385514425e+00,4.343509394986996952e+00,7.830171284643189722e+01,1.037683622650438338e+03,3.490191655582748353e-01,2.097530699936168475e+00,9.283422372536733747e-01,2.924395769626388364e-01,1.000000000000000000e+00
3.725142948874744775e+01,3.401435430015052330e-01,6.700880298339090269e-01,9.856797244484275522e-01,2.318959454500971074e+00,4.757994012782408078e+00,8.858322153515430841e+01,1.299735284256268642e+03,3.127434011257719249e-01,2.228896527193501509e+00,8.968798213172703981e-01,4.008415356844947097e-01,1.000000000000000000e+00
